0,1,2,3
0.15345717,-0.04916101,-0.4225793,-0.21717407
-0.14507387,-0.07652064,-0.10197433,-0.38530789
-0.05664498,0.35212726,0.06564515,-0.02795007
-0.19640982,0.47981008,-0.04569676,0.02587047
0.2634563,-0.48855418,0.27054399,0.18342913
-0.42226791,0.16331326,-0.63582403,-0.09303443
-0.01617746,0.54557231,0.04251936,-0.13116695
-0.20472453,-0.1644657,-0.17136269,-0.25816894
0.30828862,-0.37048023,0.07173601,0.21510756
-0.06012863,-0.03907194,-0.13692666,0.25741254
-0.34133146,0.19021883,0.29980552,-0.43722988
0.61292228,0.45830839,-0.25755527,0.11509501
0.13899311,0.01851914,-0.30503382,0.02296261
-0.18288414,0.03047601,0.17026836,0.09273394
-0.29922045,0.58810505,-0.42628471,-0.37219015
-0.09327806,0.08541181,0.26914318,0.12700261
0.0186307,-0.38083331,-0.20367795,-0.27238799
0.30461837,0.42323269,-0.49846488,-0.50043625
0.22552395,0.41694726,0.12097348,0.47233531
0.05524143,0.23483886,-0.83168848,0.14680716
0.21284132,-0.2025435,-0.02285185,-0.02729189
-0.8534952,-0.1678478,-0.15067046,0.33341241
-0.42375902,-0.32347442,-0.6185181,-0.05784068
-0.07699293,0.0913916,0.17683909,-0.31478176
-0.03117955,0.35264995,-0.1976396,0.44178383
-0.10486612,0.00787985,0.27206616,-0.25899352
-0.25290885,-0.01345036,0.22842423,-0.06844344
0.37936936,-0.10204149,-0.12932862,0.09360927
0.06120728,-0.55957731,-0.40153783,0.02046726
0.15026845,-0.07085967,0.21656773,0.36878972
0.06697213,0.13688144,-0.2432133,-0.35148797
-0.02133196,-0.23100649,-0.04420836,-0.45132516
0.30492436,-0.15893028,0.21431265,-0.08127523
0.00100084,-0.28972074,-0.11337796,0.14902478
0.71584823,-0.17568717,0.31342385,-0.05910402
0.05672738,-0.12852194,0.11984037,-0.10882711
-0.1185763,0.25837111,0.6035019,0.3740989
-0.08525634,-0.57143492,0.21272919,-0.35673419
0.33875111,-0.18507852,-0.24138052,-0.01071445
0.39758757,-0.33083186,-0.10038616,-0.07097821
0.01923194,-0.07407378,0.38675118,-0.05322777
0.13990109,-0.40058968,0.27928492,-0.3549652
-0.05682684,0.13760842,-0.00593376,-0.41232986
-0.08036047,0.39752048,0.1675436,0.16177904
-0.05512171,0.00560531,0.39138146,-0.24580976
-0.39683327,-0.34315508,0.31670529,0.0735576
0.28179078,0.09575355,0.14537032,0.12815228
0.30819989,0.10522705,0.02215125,-0.11097113
0.14517768,-0.31686609,0.27134182,-0.28408237
-0.25852053,-0.19705688,-0.15152443,-0.30874725
-0.10986889,-0.13425534,-0.29259279,-0.54534026
-0.15324514,-0.04608432,0.00877068,0.14823841
0.03048626,-0.14549905,0.01457212,0.37137515
0.43819403,-0.14630302,0.25060318,-0.53397302
0.40306988,-0.03791208,-0.25757184,-0.08733993
0.50047954,-0.40406807,-0.51890914,-0.04582876
0.31305262,-0.08486106,-0.16563442,-0.10507749
-0.28863934,-0.3031415,0.07879239,-0.01302546
0.09623723,-0.03673694,-0.24037858,0.18499814
0.07627101,-0.05373599,-0.58628841,-0.03820293
-0.53267715,-0.13923428,-0.47655428,-0.423239
0.28778708,0.01772905,0.62344656,0.23800924
-0.0978409,0.2471455,-0.09091946,-0.38347394
-0.20026333,-0.18537716,0.59927504,-0.25472642
0.45073871,-0.04188089,0.8269339,-0.48406936
-0.2896371,-0.15455843,0.03706014,0.28226037
0.40316047,-0.28832797,0.3459426,-0.14507014
-0.31083256,0.00271039,0.04037715,-0.31208211
0.27098833,-0.14665909,-0.80071291,0.02101539
-0.18341903,-0.34873494,-0.04796642,0.51190328
-0.11555474,-0.33418936,-0.39105672,0.27365592
-0.01871937,0.14730609,-0.33726328,0.06920217
0.22171384,-0.01982268,0.24314281,-0.05243945
0.09749053,-0.36945818,0.30301368,-0.07980412
-0.278547,0.22256447,0.2880042,0.35556272
-0.15944542,-0.19685139,-0.53830598,0.42602491
0.04843105,0.27809549,-0.15484462,0.20381216
0.2616599,0.07304312,0.13738871,-0.14306506
0.47135459,0.26739349,-0.12987276,0.11148437
0.36794657,-0.1580357,-0.11475136,0.27183677
-0.19935028,-0.05972331,0.33017098,0.89567873
0.19418665,0.25015242,0.12895487,0.00765719
-0.06221347,-0.12967011,-0.04247755,0.3293441
-0.0770868,-0.02141734,-0.26903347,0.27678938
0.24686493,-0.19058115,-0.22046509,-0.08942628
0.19263991,-0.22110092,0.53908732,-0.53333752
0.5212426,0.47531771,0.06297163,0.23759464
0.08320723,-0.33575075,0.77904929,0.00270138
-0.33209278,0.09331307,-0.27366638,0.37585629
-0.24862174,-0.0645467,0.17192702,0.19615441
-0.08526595,0.06437958,-0.59341978,-0.65764209
-0.1981098,0.37776742,-0.15365908,-0.47968204
-0.27964435,0.10405173,0.02481309,-0.54827295
0.20981271,-0.21719275,-0.071676,-0.03498713
-0.2700268,-0.02570273,-0.6593685,0.19896492
-0.29771238,-0.125478,-0.30103966,-0.0186775
-0.02512458,-0.47942798,0.1483496,0.02331086
-0.18726452,-0.19908369,-0.31144782,0.15230721
0.03861974,-0.04784885,-0.03136811,-0.01993415
-0.22915478,0.06321436,-0.39057499,0.11910118
-0.0569638,-0.02958059,-0.32898998,-0.40947298
-0.34131833,0.0025531,0.32504302,0.13843663
0.04876661,0.08482029,-0.32715181,0.33934696
0.18191463,0.19520893,-0.14064193,0.04331371
0.20678331,-0.34200391,0.2223938,0.09026211
0.12289843,-0.49059613,0.33590068,0.09289027
0.00407826,0.34516475,-0.01096021,0.08757793
0.01275355,-0.31834115,-0.21034781,-0.36863917
0.1303272,0.092361,-0.20741029,-0.21829374
-0.1916837,-0.30419077,0.09332942,-0.50219627
0.09189579,-0.13884746,0.0981437,-0.12137953
-0.06166345,0.28637403,0.33351061,0.21011697
-0.15550487,-0.41282179,-0.14772959,0.13135202
-0.29702194,-0.27709994,-0.72133073,0.40814524
-0.23314041,-0.16397748,0.39900365,0.41133545
-0.24138845,-0.28595453,0.27343527,-0.08214804
-0.06964796,0.0680409,0.22995174,0.03852618
0.48095898,-0.05140278,-0.15972731,0.46285298
0.16861837,-0.19241364,-0.56370293,-0.14382647
-0.5429088,0.00831784,0.10193001,0.3600091
-0.08691476,-0.29638156,-0.12503291,0.06786021
-0.08972659,-0.10882569,0.26120284,0.05807659
-0.10940023,0.01197791,-0.28721437,-0.0855061
0.05617436,0.60808752,-0.64278017,0.14821175
0.11389498,0.29633114,-0.17279555,-0.65906012
0.20061942,-0.24947531,0.11009951,-0.09631195
0.3261497,0.35600381,-0.27269558,-0.2510589
-0.02514149,-0.71053562,-0.03358568,0.24721121
-0.26688233,-0.03207754,-0.46515083,0.27088246
0.0489851,-0.41308709,-0.02084073,-0.26865323
0.45510445,-0.1097535,-0.16297346,-0.15503157
-0.14867097,0.11181838,-0.13101554,-0.1535644
-0.01091292,0.28887967,-0.32867573,-0.86561046
-0.2123159,-0.07253784,-0.23393609,-0.11212607
-0.17376729,0.10299852,-0.24081147,0.36296228
-0.0702336,0.2177822,0.5254455,0.31328153
0.10680961,0.30472874,-0.19476059,-0.22375562
-0.3113149,-0.08246147,-0.66708952,0.01563849
-0.55852453,0.11106829,-0.08819529,-0.33878617
0.52398674,-0.33108828,0.31928493,0.33634064
-0.09548162,0.33536742,-0.03298762,0.00174408
-0.28208362,-0.29247386,0.35182367,0.21638746
0.00036671,-0.35484876,-0.0691206,0.32862269
0.14921765,0.01583429,-0.25456319,0.15269967
0.13115581,-0.13947482,0.18218175,0.04923521
0.14701066,-0.55681406,-0.62745205,0.16290916
0.36846325,-0.03140264,0.03205511,-0.10099774
-0.07197836,-0.42040338,0.31389668,0.26495146
0.05692561,-0.23722217,-0.33973251,0.13231813
0.21547266,0.17470473,0.51695185,0.32424998
0.01422464,0.03830765,0.49209886,0.10214572
-0.28364947,-0.20917862,-0.17238481,0.32976161
-0.02287467,-0.15393479,0.21983817,-0.13506147
-0.74112147,0.16617733,0.0559245,0.08126644
0.07072566,0.16293159,-0.5781521,0.0505751
-0.01035699,-0.04930997,0.19791957,0.22152408
-0.08660961,-0.33066258,0.81896837,-0.01568507
-0.14125406,0.35620981,0.50808544,-0.16856985
0.17240893,0.25773575,0.11824057,-0.68598368
-0.0537559,-0.26751831,0.03652514,0.16266141
0.10506994,0.09749742,0.21251129,0.26022726
0.63867192,-0.21868287,0.55700887,0.02074293
-0.11576381,-0.57239939,-0.10753143,-0.11151082
-0.08267746,-0.09855908,-0.00536775,0.09468788
-0.09613543,-0.04723159,0.83380675,-0.3233007
0.12779133,-0.02317635,-0.43523657,-0.37684224
-0.18857227,-0.29311456,-0.00735709,0.06435908
0.49619844,-0.12016699,0.42858375,-0.40074347
-0.17960342,-0.06703803,-0.31896231,-0.03382475
-0.30842366,-0.11000493,0.38770697,0.20374299
0.17134737,0.40515475,-0.05519419,-0.01301878
-0.15903601,0.03693786,0.10599476,-0.09280694
-0.1914923,-0.17841756,-0.15755919,0.18763886
-0.26250918,-0.59907895,-0.43149785,0.01565228
0.13419807,-0.25529925,0.06067854,0.06440364
-0.46258344,-0.08969671,0.39141249,-0.43235453
-0.20062329,0.28527489,0.45832482,-0.18114733
0.6103224,-0.030573,0.13488806,0.32578491
-0.19587327,0.12259877,0.16938885,0.24973994
-0.05765151,0.07338372,0.12669425,0.10121385
0.07584411,0.28642717,-0.22746712,-0.16203026
-0.45006744,-0.16333459,-0.01192172,0.03260985
-0.48961372,-0.28393359,-0.70109756,-0.23678912
0.4489892,0.08661672,0.31488862,-0.09349094
-0.00988223,-0.00227959,0.41364091,-0.18661711
0.00989855,0.15053623,-0.63212734,0.52601432
-0.05836359,0.14222753,0.31548916,-0.03651798
0.21709835,-0.53904557,-0.10251748,0.08362274
0.29733985,-0.03733063,-0.1736864,-0.4406594
0.31488659,0.10085085,0.09163635,-0.0107211
0.26648136,0.01543339,0.69898169,-0.24354113
0.42623853,0.00444194,0.13325091,0.32742095
-0.13256852,0.05855543,0.12292417,-0.26705694
-0.41041373,0.31758788,-0.07266456,-0.20766861
0.29214572,-0.04415619,-0.17635441,0.12439102
0.17828415,-0.08893459,0.03986592,-0.22249567
0.25249484,0.00862675,-0.38393602,0.02428501
-0.20177647,0.72406058,-0.39865434,-0.02595795
-0.04992452,-0.12141952,-0.31219202,-0.33912995
0.03163069,-0.41967793,0.30151271,-0.20672917
-0.29893086,0.0798989,0.65916578,-0.31162994
0.06860912,-0.23681483,-0.67111142,0.28252452
0.14908339,0.18991077,-0.17409449,0.27499275
0.26981953,-0.05464594,-0.04250515,0.80744101
-0.46632786,-0.28013444,0.42774299,-0.0756596
0.36060496,-0.19038443,-0.32569674,-0.02341292
-0.36912133,0.23347784,-0.20448097,0.00137617
0.05918541,0.40409733,-0.2153583,0.44628084
0.52748778,-0.05992865,0.11650164,0.21893248
0.70111691,-0.36500367,-0.3088725,-0.14687448
0.5747319,-0.02442122,-0.23699537,-0.33254412
-0.03217226,-0.09802364,0.3633287,0.01772383
0.42657875,-0.39470595,-0.29994838,-0.11826973
0.07621616,-0.20302877,0.14920502,-0.21960911
0.07616228,-0.09833576,0.01641884,-0.11676177
0.00443994,-0.54884537,0.0096249,-0.2123982
-0.01557696,-0.06984877,0.11839389,0.34471412
-0.15431165,0.25450313,0.16924073,0.51378354
-0.10944304,-0.13342535,-0.42635298,-0.23553504
0.53745959,0.24530752,-0.21746617,-0.38177875
-0.40701905,0.14592507,0.12863529,-0.27810143
0.50727318,-0.20259027,0.00392841,-0.02243361
-0.14753583,-0.07423335,-0.00917903,-0.14986879
0.11022369,0.45945871,-0.05595233,-0.12298816
0.0890191,-0.2354805,-0.11942216,0.27040399
-0.24318931,0.33332482,0.62925709,-0.04152028
-0.12060382,0.52505642,0.14873881,-0.36630114
-0.4267729,0.499463,0.29905195,-0.0034624
0.19544362,0.32287603,0.07543071,0.15498314
-0.07944834,-0.10693764,-0.82970339,-0.0454997
0.2531781,-0.2032448,0.1050496,-0.12673267
-0.29437535,-0.1842235,-0.62302964,-0.01876467
-0.16199368,-0.24882576,-0.09465536,0.17121471
-0.12185917,-0.06695956,-0.11045096,-0.34222842
0.10025193,0.05106988,0.16075296,-0.43456194
-0.23824133,-0.29637542,-0.07126331,0.29280268
0.05993728,0.17173889,-0.49153819,0.04746445
-0.29806262,-0.21541135,-0.22775449,0.18681358
0.12614937,0.02542599,-0.38363343,-0.13067417
0.40360394,0.0227194,-0.03622969,0.62563059
-0.19269705,-0.04369842,-0.12034332,-0.21310558
0.05817395,-0.19481029,0.03578964,-0.13244284
-0.32733026,0.11023334,0.38487317,0.15759642
0.018873,-0.09070042,-0.28383143,-0.01088847
-0.23743072,-0.41537832,-0.1883113,-0.31531104
-0.2599069,-0.18406791,0.24772682,0.12907674
0.08423421,-0.10322985,0.19748697,-0.15597395
0.0977363,-0.09254956,0.2734136,-0.61200079
-0.47304647,-0.12955843,0.29248899,0.11984047
0.29177935,0.29318055,0.70280161,-0.1247677
-0.37406692,0.20425954,0.1036642,-0.06990292
-0.26133116,-0.2161877,-0.23504677,0.01916143
0.06948405,0.17307697,-0.44858697,0.2691717
-0.22063098,-0.1216787,-0.10870804,-0.41563589
0.02209166,-0.42484938,-0.08277502,-0.22879528
0.4406018,-0.12694852,0.46857652,-0.05178651
-0.20253003,0.24259723,-0.09077282,-0.13725855
0.75190047,0.08352864,0.04275098,0.09384708
-0.33089754,-0.70403777,0.07666276,0.12869197
-0.18828534,0.347888,0.55792728,0.22586124
0.13600175,-0.53546784,-0.34948284,-0.10560632
0.15727092,0.3775021,-0.02006932,0.0742719
0.27820615,-0.08300482,-0.36431546,-0.01633559
-0.10027564,-0.03395087,-0.37720673,0.12753892
0.15949556,-0.16185907,-0.18932924,-0.00913192
-0.38694467,0.12933432,0.35847877,0.15691005
0.28508075,-0.14514,0.2331513,0.70803908
-0.61210703,-0.03946112,0.10577998,0.03427138
0.13596844,-0.10399544,0.18786683,-0.53157877
0.29175356,0.14101985,-0.0846708,0.16810673
0.03790239,-0.07467128,0.23546874,0.22004197
0.02052255,-0.26485959,0.490427,0.11030748
0.12835454,-0.02862303,-0.18672027,0.09690225
-0.13231942,-0.05069784,0.13777001,0.03798349
-0.07414424,-0.30056349,-0.78761168,-0.08141303
-0.15002149,-0.03763856,0.1848458,-0.02955215
0.95520078,-0.10303402,0.17353404,-0.20179674
0.10127277,-0.3000882,0.02034074,-0.41620294
0.36453225,0.14527375,0.00512642,0.3271057
0.00707427,-0.35316966,0.30362309,-0.05516035
-0.48953091,0.25642995,0.02569779,0.25552721
0.47319835,0.30307335,-0.20054344,0.18421503
0.31837939,-0.30714283,-0.05729904,-0.27813719
0.09929969,0.01735392,0.23588891,-0.14562088
-0.15062671,-0.25542222,-0.20096238,-0.38596685
-0.59272296,0.35380237,-0.37009688,-0.18654005
0.29912156,-0.59874565,0.37482713,0.33289016
0.21966171,-0.18004453,0.92968082,-0.29240954
0.18528206,-0.04447377,0.26262658,0.3231157
-0.42143863,-0.38860123,0.1646941,0.11250188
0.09657306,-0.07336531,-0.13183477,-0.45009287
0.60447209,-0.02429886,-0.20493884,0.02496353
0.19476918,-0.00073653,-0.02143572,-0.37248234
-0.07368202,-0.07179698,0.05636152,0.16010879
-0.08294746,0.04071185,-0.27794642,-0.29308628
0.2188636,-0.07608724,-0.18677655,0.40617107
-0.27569159,0.03846559,-0.05355018,-0.34058182
-0.0725548,0.1578191,0.16199489,-0.05036773
0.12926087,0.1522126,0.06914927,-0.12764002
-0.38188046,0.34849383,0.49922405,0.20049641
0.04627122,0.33172515,-0.06001371,-0.06265746
0.05346327,0.68883113,0.12338036,-0.29495715
-0.01391175,-0.46166394,0.14555963,-0.18303173
-0.08998878,-0.29256448,0.17223305,-0.22252202
0.44900735,-0.11169502,0.34947301,0.34402948
-0.14304869,-0.30688565,-0.24324132,-0.36943265
0.44272355,-0.17124044,0.03142942,-0.11256947
0.31296876,0.62087098,0.44699067,0.11687357
-0.0924936,0.03198777,-0.07049434,-0.43663134
0.63215377,0.00590236,-0.42909245,-0.20006626
0.2711791,0.17038881,0.03275019,0.07075242
0.02393789,0.36268853,-0.34319668,-0.08210426
0.20758147,-0.11701118,0.11536148,-0.06542147
-0.03046781,0.11336379,0.31101188,-0.04684457
-0.14049339,-0.16241778,0.10673035,0.090418
-0.20430219,-0.36216707,0.02461592,-0.23347493
-0.43589726,0.28891328,0.07023566,0.18881991
-0.29033898,0.03019816,0.31902119,0.10037502
0.0965457,-0.10147196,-0.07733253,-0.44181608
0.06610235,0.21647102,-0.42974841,-0.49372108
-0.0349725,-0.25980135,0.24884648,0.14064944
0.62011229,0.31254358,-0.11029943,-0.32075368
-0.15940886,-0.05563482,0.12271606,-0.15921113
-0.02231887,-0.23467789,0.14434021,0.27530906
-0.32081958,-0.01703606,0.04747928,-0.31451382
-0.43057348,-0.1507895,-0.06663675,-0.04952843
0.07868804,-0.19012592,-0.74897247,-0.06650783
-0.43629112,-0.44168245,0.15502669,0.23318192
-0.32834372,-0.29464676,-0.12689739,-0.22980587
0.02380382,-0.15189476,-0.15153091,-0.31378467
-0.25781083,0.03162515,0.0905857,-0.16438924
0.12603745,0.34231467,0.21743162,-0.42602786
-0.15448753,0.13617283,0.02103324,-0.40041464
-0.05331717,0.07465375,0.60400229,0.01461445
0.08215925,-0.03146498,-0.47745934,0.32480662
-0.02279866,0.03096858,0.04038915,0.17835686
-0.46666783,0.30993958,-0.19420789,0.1583713
-0.02912316,0.14034655,-0.16886229,0.61288388
0.1402244,0.12968184,0.19302967,0.07304661
0.45005751,-0.0943408,0.03507831,-0.40545368
-0.6491429,-0.19062474,0.00423766,-0.27017026
0.66645462,0.28568597,0.08045246,0.23850227
0.21178461,0.19406942,-0.07800688,-0.05004475
0.34932254,-0.25836786,-0.00441558,0.08604527
0.38011291,-0.14007666,0.34817088,0.12743532
-0.47350201,-0.79368167,-0.12718065,0.11367752
0.21424571,-0.05464171,-0.07237116,-0.12624691
0.64200917,-0.30603991,-0.09912135,0.07814192
0.15712385,0.09927312,0.01446019,0.07770246
-0.34054849,-0.24432721,-0.10195097,-0.40041568
-0.05246693,-0.28008262,0.0428516,-0.44219202
-0.52761923,0.23633083,-0.16426311,-0.12522364
0.05936927,-0.44046356,0.49805406,0.44045408
-0.24233213,0.41315211,-0.10351258,0.15247756
0.00264888,-0.2490679,0.19505783,0.08959262
0.90487937,-0.32175496,-0.1202012,0.07798191
-0.20578674,-0.52495418,0.17387134,0.32955686
-0.10448819,-0.00028739,0.48802472,0.06902473
0.08061142,-0.37633654,-0.32422922,0.24537501
-0.26306976,-0.11672827,0.11758163,0.22499109
-0.5272173,-0.06014713,-0.2953036,-0.32110027
0.13402002,0.26174504,0.15990136,0.32235155
0.07716576,-0.17834221,-0.30154873,-0.54672894
0.26921216,-0.03340504,0.1376518,-0.28274755
0.35217072,-0.22243628,0.00300839,0.43386751
-0.34980362,-0.13935225,0.06985412,0.29161824
0.12300813,-0.11635158,-0.24837799,-0.26412858
0.02842745,-0.65466254,0.53745037,0.08478723
-0.10203621,-0.31007874,-0.02463156,0.04993333
-0.34342073,0.15068886,-0.01374525,-0.15045502
-0.11214307,0.38573264,-0.24207231,0.37124234
-0.02325971,0.05445243,0.11448271,0.07957987
-0.03661462,0.08637018,-0.47745768,-0.32718808
0.03979307,-0.0163134,0.26836922,-0.25287992
0.12450179,0.46981908,-0.22810791,-0.35815154
-0.3683129,0.01245837,0.22402633,0.37010338
0.45852096,-0.07672669,0.20739317,0.35107918
-0.20433174,0.32077012,0.45804289,-0.18894216
0.0416091,-0.19854144,0.05805681,0.386019
-0.42108321,-0.15589922,-0.40750276,-0.26731164
-0.10096827,-0.28625494,0.09093514,-0.24196041
0.38318244,-0.39137013,-0.0953601,-0.23415665
0.54265032,0.71544172,0.04247351,0.17578538
0.67063342,0.0183826,-0.03213819,0.22193914
0.07107394,0.66432005,0.19086001,-0.49370899
0.43482355,0.17371417,-0.03542201,0.04973493
0.04609449,0.10087706,0.36350546,0.34921401
-0.04299305,-0.29015032,-0.48858497,0.0222014
-0.14377068,0.4294185,-0.26362629,0.17147577
0.12360923,-0.09576106,0.44977747,0.18921877
0.08861971,0.00366915,-0.07515078,-0.0591312
0.21768552,-0.58379877,0.37654258,-0.11955737
-0.30404654,-0.4039384,-0.18209993,0.19527144
0.38856795,-0.22364185,0.15279211,0.17222115
0.3042378,0.20833574,-0.14241954,0.1113902
-0.47762877,-0.33658297,0.31815978,0.19800145
0.55279022,0.13818952,-0.16472611,0.11915173
0.4455696,0.22362977,0.68752584,-0.23278529
0.17074048,-0.26983158,0.63555871,-0.17070019
0.05571093,-0.02130094,-0.41144507,0.16476692
-0.57013904,-0.31584708,0.48238975,0.45669253
0.35781311,-0.22801418,-0.18761288,-0.75068297
0.16313393,0.25401326,-0.1002131,-0.2516601
0.70252943,-0.19948569,-0.46624727,-0.52502967
0.20665142,-0.25174366,-0.00138396,-0.07335807
0.41816265,0.40644718,1.0,-0.3263283
-0.37460252,-0.65522596,0.28236313,-0.2487674
-0.54560197,-0.26471066,0.22429479,0.01253371
-0.14264956,0.30355617,-0.15351319,0.06291002
-0.0052936,0.19122219,0.03955209,-0.05721266
0.1939982,0.1006253,-0.54946454,-0.173774
0.24343817,-0.53265597,0.02818464,0.11540988
-0.27073124,-0.06771183,-0.2708197,0.15134841
0.10133324,-0.28542392,0.0817197,-0.30065622
-0.3730015,0.04292569,-0.25043268,0.11411042
0.34438601,0.22047853,-0.22782276,0.07567462
0.21011578,-0.14141579,0.08405574,-0.02793154
0.28500547,-0.097233,0.36920558,-0.32181053
0.11922096,0.01178579,-0.25085307,0.12844041
0.30146811,-0.45927313,0.06916261,0.08727699
-0.18529842,0.02811651,-0.34061021,0.06066961
0.06415445,0.3120657,-0.02765318,-0.37817559
-0.05887565,-0.0632773,0.41814418,-0.22801134
0.56793553,-0.32088473,-0.4632707,-0.21297086
-0.16514613,0.24770828,-0.20638353,-0.40117587
0.16186903,-0.22875934,0.33959157,-0.36356317
0.37500751,-0.10321628,0.12422654,-0.1810436
0.32398332,0.09248595,0.01766467,-0.28884611
-0.25593419,-0.42417942,0.10841503,-0.17501733
0.05381477,0.08772235,0.5480514,-0.23369702
0.45342737,0.33654388,-0.18173876,0.07272009
0.42116646,0.00435248,-0.19654878,0.14285837
0.23188587,-0.50142654,-0.17610979,0.38064919
0.30507561,0.26872861,-0.33949305,-0.24762238
-0.22553987,-0.09561486,0.3830028,0.01974402
-0.13170112,-0.30078474,0.18590908,0.44191244
-0.50039225,0.07221395,0.34959433,-0.2553871
-0.4061275,-0.53096066,-0.02511419,-0.0271159
0.02273482,-0.22522901,-0.55562801,-0.21661266
0.07491424,0.18635307,0.00343882,0.08820019
0.12494442,0.09054833,0.02756625,0.11535816
-0.14365064,0.35596377,0.11616807,0.04768158
-0.12336989,-0.14474165,-0.13546639,-0.36090433
-0.27205582,-0.00751559,0.35929317,-0.09855196
0.31260145,0.52660796,-0.4821836,-0.52500717
0.2914823,0.10390978,0.24078275,0.10433691
0.09178011,-0.32770932,-0.26156934,0.44120194
0.33717966,0.25102517,0.18037925,0.06375246
-0.47199345,0.0525288,0.56294296,-0.02640573
0.48848205,0.12027343,0.45178375,-0.38375315
-0.90283947,-0.13433259,-0.31093012,-0.45969882
0.10131577,-0.14519035,0.21190453,0.56516581
0.02351716,-0.11399007,0.0426589,-0.55328035
0.74304966,0.17676343,0.00792856,-0.1002881
0.1491151,-0.04919384,0.35034942,0.02409377
-0.19112876,0.02293067,0.38936999,-0.16043874
-0.74711203,0.33986153,0.22426478,-0.42534398
0.15301441,0.36579647,0.72452296,-0.13745526
0.29246309,0.58999308,0.00863376,0.10140644
-0.26962776,-0.13694427,0.32874858,-0.18276149
-0.21632946,0.57061039,0.32107579,-0.11655699
-0.17041729,-0.24259462,0.07521926,-0.28821174
-0.22397025,-0.0052035,-0.06580987,0.36378962
0.13165665,0.20878208,-0.72523373,-0.296448
-0.10237631,0.0069588,-0.24730096,0.5175851
-0.1897401,0.09202026,-0.29836752,0.04802764
0.34498548,-0.04755065,-0.5406975,0.30020877
0.24772702,0.05529926,0.93222601,-0.30122647
0.36443538,0.15629058,0.12389596,0.24983943
0.36357899,0.37953732,-0.15909469,-0.09794021
0.082706,-0.17039232,-0.25080988,-0.18486686
-0.60708756,0.00476662,-0.55475803,0.1683019
-0.09650148,-0.35828629,0.13563649,0.03481138
0.1697843,0.25623317,0.27482651,0.08936615
0.12332645,0.0620218,0.03937974,-0.04119172
-0.19847955,0.40549944,-0.23009582,0.16188187
-0.12846177,-0.03327914,0.05077569,-0.47033246
-0.58191467,-0.13800822,0.07352332,0.08674977
0.58572595,0.40251479,0.70804655,-0.07301271
-0.2548175,0.53113038,0.02486758,-0.39252134
0.36633301,-0.4424606,-0.16089175,0.06783694
0.54149759,-0.03384491,-0.35576761,0.08681679
-0.06693028,0.26636737,-0.15075925,-0.1687579
0.21413681,0.63661542,-0.05737248,-0.40078614
0.15149107,-0.02040552,0.01616325,-0.20467445
0.17936146,-0.09282142,0.03386481,-0.12888793
0.21035308,-0.15311083,0.05744554,-0.04309065
0.39511628,-0.0298677,-0.37274209,0.29821703
-0.25947226,-0.01064671,-0.32143958,-0.79854109
0.19386043,0.03567209,0.38794739,-0.43020128
0.01184691,0.16008545,-0.10031575,0.59596843
0.47007134,-0.24253829,0.38052676,0.36224119
