0,1,2,3,4,5,6,7
0.4199701,0.24446931,-0.45307942,-0.03838379,-0.22051448,-0.20647746,-0.37634846,0.11132408
-0.34434307,0.24335075,0.10832923,0.21151355,-0.3534668,-0.11112301,0.19817372,-0.07896822
-0.11124653,0.36763622,-0.14054369,-0.2169073,0.04317201,-0.03686969,-0.00771782,0.19585665
-0.11471319,0.19149316,-0.21907698,0.14224409,0.32129977,-0.11969544,-0.07234892,0.24399492
0.64646843,-0.08199064,-0.15170606,-0.41249994,-0.26543452,-0.08795068,0.15616253,0.18506316
-0.09183983,-0.16273376,-0.68077656,0.60675194,-0.20646465,-0.03763322,-0.5408083,0.10048481
0.20771492,-0.12110451,-0.2006133,0.03665772,-0.08518059,-0.47155951,-0.08714559,0.37946628
0.21940128,-0.07337743,0.06803149,0.42795417,-0.05039904,-0.33451307,0.01543534,-0.29459993
-0.20864772,-0.01680624,0.23481718,-0.06525399,0.05653084,-0.31053902,-0.56758484,0.47662824
-0.13131497,0.52596518,-0.09839573,0.59642346,-0.11699756,-0.65822497,0.49514069,0.5104156
0.00586111,0.1271675,-0.30638589,0.20659214,0.28817178,-0.14185412,-0.49375709,0.33042061
0.077797,-0.21772285,0.01020102,0.49633718,-0.07342809,-0.65258683,-0.20244415,0.20841581
-0.13482517,-0.00298875,0.00546591,0.30749847,0.09625698,0.26177022,-0.42063246,0.18372312
0.2247146,0.31780194,-0.10700206,-0.27031889,-0.11085857,-0.45536147,-0.21273719,0.40291798
0.07167847,0.02082463,0.16558013,0.5403364,-0.27732378,0.01427359,-0.00437458,0.34812519
-0.17412592,-0.24987214,-0.54871067,0.65741316,-0.00509002,-0.29413333,-0.1933225,0.63164413
0.03506284,-0.23360637,-0.30234933,-0.51562309,-0.00398589,0.26417007,-0.72117285,0.50376513
0.0615353,-0.24935861,-0.05006811,-0.53903168,-0.02651004,-0.02334046,-0.2995212,0.10334332
0.08137355,-0.60444899,0.10729653,0.16525543,0.34549745,-0.43484284,-0.53392799,0.17977142
0.15122436,-0.1007707,0.2761377,0.25205022,0.44236925,0.11750528,-0.13187691,-0.00073267
0.14263162,0.01808441,-0.31358827,0.16127691,0.16872413,-0.21211645,-0.24880483,0.45555252
0.33241048,-0.09342534,0.14742949,-0.1269052,0.2532769,-0.1217154,0.045628,-0.02942801
-0.08052786,-0.27345095,-0.44789735,0.19560605,-0.38518782,-0.04702098,-0.46272014,-0.55654166
-0.34296001,0.1181491,-0.70010683,-0.0022798,0.33288432,-0.03668327,-0.17135061,0.0145362
-0.09966655,0.29030861,0.05212966,0.93981103,0.23740168,0.03540743,-0.17985426,0.29672613
0.02779678,0.01029601,0.37364857,0.28338521,-0.04472072,0.0192287,0.21578956,-0.13638685
0.28170501,-0.22176293,-0.17282154,0.32604294,0.10610336,-0.38739139,0.03756972,-0.25127398
0.14158112,0.15720211,-0.15276055,0.14495536,-0.09291502,-0.01404242,-0.13223929,-0.38979687
-0.04539973,0.166989,0.06139585,0.43019725,-0.03518408,-0.00782508,-0.05998119,0.28335426
0.38919403,-0.07219029,-0.03306727,0.15369772,0.22585426,-0.58539621,-0.1635792,0.30939377
0.36840874,0.38642583,0.05189614,-0.20647436,0.72333412,-0.57855983,0.10962366,0.05977451
0.20062172,-0.13484991,0.01120898,-0.08215988,-0.07919061,-0.25896888,0.19298463,0.33152481
0.27247673,-0.2173679,0.02958544,0.2732572,0.22776136,0.11383333,0.05285085,0.19694531
0.48337873,-0.37185905,-0.63115438,-0.45081608,-0.16772728,0.03188312,-0.25405426,0.31112002
0.15227416,0.16629421,-0.25850925,0.07654047,0.14278089,-0.24385947,-0.0785479,0.19369561
0.36578229,-0.34603239,0.17908789,0.35748824,-0.29748955,-0.15694164,-0.56415953,-0.05316825
0.18229795,-0.06303143,0.28637359,-0.03130308,-0.18568842,-0.6627855,-0.06124955,0.25360214
-0.14799628,0.13907327,-0.45336208,0.19208521,-0.45056367,0.3360848,-0.44223577,0.25516195
-0.39792186,0.01470004,-0.00353859,-0.172236,-0.00770211,-0.00233233,-0.2118593,0.45205826
0.05929678,-0.25000078,-0.04620776,0.29797474,0.18055033,0.05719878,-0.29048513,0.05193977
0.11036834,-0.12218401,-0.25644433,-0.13891716,0.04524867,-0.62383748,0.25999325,-0.55585717
0.13349391,-0.08303883,0.57264656,-0.03776522,0.34152887,0.07271919,0.08081005,-0.42936978
-0.18841584,-0.13373588,-0.19597485,-0.27137086,-0.282989,-0.00787088,-0.2834316,-0.2094702
-0.20222461,-0.23942779,-0.15637748,-0.14865474,0.02969563,-0.3771046,-0.12580932,0.38190469
0.42549335,0.19351839,-0.04963105,0.38148309,-0.32604314,-0.01231836,0.22427327,0.13214894
0.31290382,0.12850608,0.17400193,0.31829045,0.01468247,-0.15333181,-0.24312882,-0.302001
-0.06449843,0.3904649,-0.29327136,0.14202402,-0.14865121,-0.22857225,-0.35954533,-0.01529931
-0.19902695,-0.16276843,-0.37285691,-0.06996699,-0.17226985,-0.36736999,0.3677812,-0.52532465
-0.01883769,-0.24763462,0.13504876,0.09222003,0.34796393,-0.22614978,-0.10192556,-0.18242881
-0.26949271,0.21346844,0.37389383,0.21892104,0.18504254,-0.37178958,0.42164811,-0.32406976
-0.14815579,0.5134624,-0.03597358,-0.15890472,0.07440344,0.12085761,-0.17228859,0.51920851
-0.20378967,-0.37186198,0.10283864,-0.08208373,-0.48578257,0.18446706,-0.28440292,-0.11602768
0.10841025,0.1586111,-0.02060665,0.60720908,0.19750696,0.20748394,-0.71432788,-0.27715808
0.12812444,-0.16056539,0.07408526,0.45908145,0.08892432,0.03250506,-0.33687521,-0.07355121
-0.36232364,-0.04388355,-0.10120355,-0.14464797,-0.27488116,-0.17671185,0.06335655,-0.08767031
-0.14283186,0.06491459,0.44068899,0.53136516,-0.08922135,0.13350115,-0.17253666,0.07154321
-0.58945131,-0.18205982,-0.0143612,-0.35561092,-0.2640663,-1.0,-0.40704234,-0.09098573
-0.4490246,0.26260209,-0.10192744,-0.02877473,0.194134,-0.44176611,-0.13102785,0.67788104
0.21227437,-0.125674,-0.31383063,-0.26364581,-0.20384821,0.0304706,0.00860237,0.38495773
0.51038978,0.13774414,0.28686929,0.14957905,-0.25967678,-0.48293138,-0.46352153,0.12089392
0.07561052,-0.0342062,-0.03671204,0.51188477,0.2395484,0.10087642,-0.09772953,-0.00202485
-0.30045645,-0.04695841,-0.26751419,-0.48710599,-0.14304855,0.02263382,0.12785099,0.45451949
-0.29766636,-0.31453939,-0.53170619,-0.02716267,0.40225092,-0.04341101,-0.20404426,-0.16001147
-0.21095257,0.7494207,0.07341497,0.9747829,-0.1663725,0.00030171,0.00631845,0.2375598
0.0070419,0.25600959,0.05037638,0.13886968,-0.31109426,-0.10738525,0.08070275,-0.12369451
-0.16175923,-0.18460255,-0.05492912,0.61559356,0.36669738,0.25978031,0.20625424,-0.16058284
-0.19234408,-0.16399028,-0.50695774,0.25060146,-0.115448,-0.68793554,-0.22360538,0.39130995
0.48832089,0.47264729,-0.31657034,0.25934066,-0.22526095,-0.2295354,0.10034524,0.47734859
0.10904777,0.16258139,-0.09662844,0.34191797,0.13037041,-0.27530355,-0.26062813,-0.57044361
-0.0501102,0.14187941,0.12346854,-0.13492616,0.05264557,0.10037382,-0.19292535,-0.27028824
-0.29047923,0.01663442,0.06833108,-0.02440372,0.52681659,-0.61010738,-0.28763772,0.07469233
0.36942749,0.18010109,0.24159068,0.25293872,-0.10010896,0.32169495,0.00461194,0.34061201
-0.14167726,0.37300289,0.5970581,-0.25278933,0.48442348,0.05209419,-0.31244089,-0.1260233
0.34401422,0.01265226,-0.53685085,-0.44030517,-0.4385539,0.02874125,-0.07502959,0.32470274
0.10426836,0.45419284,-0.0696602,-0.0464463,0.27615848,0.29408555,-0.491684,-0.26011747
0.31367014,-0.21229768,-0.35476804,0.24248479,-0.04534501,-0.03615221,-0.38758936,0.63681633
-0.53370003,0.41083735,-0.18535942,-0.16717999,-0.15138396,0.0645221,0.06411761,0.59490414
0.02121765,0.1320111,0.08124029,-0.45285152,0.36623602,-0.28269195,-0.39976595,0.20738284
0.31510923,0.06454477,0.1332126,0.11160611,-0.31370415,-0.23327151,0.49475978,0.29298043
0.47745715,0.0479528,-0.2236586,0.26825874,-0.01036345,-0.1678217,0.13242637,0.06000959
-0.16847237,0.0908342,-0.16711924,0.0553665,-0.08752629,-0.06296446,0.11141982,-0.15131104
0.15050375,-0.17567309,0.08704082,-0.03003774,0.36679927,0.22261702,-0.33372112,0.35827204
0.5494437,0.11925702,-0.14167363,0.24082706,-0.08116388,0.40464172,0.78933257,0.33220102
0.03526589,-0.04368078,-0.0229722,0.02190498,0.32211714,0.11317448,0.60593019,-0.27809256
-0.20540556,0.25330649,0.11589855,0.09469533,0.01603807,-0.10052793,0.12058645,-0.14669708
-0.21436006,-0.5146137,0.21820055,0.06548397,0.1963213,-0.16019449,0.41523636,-0.17892158
0.09036236,0.16761843,0.04894524,-0.17968632,-0.28773407,-0.24425456,-0.14506935,0.10247183
0.07188737,0.09947105,0.09386609,-0.07488578,-0.24147075,-0.23151927,0.04328444,0.08158681
-0.36045709,0.08958457,-0.14643806,0.10780523,0.21857227,0.05340209,0.27212683,0.13895891
0.40416553,0.11097075,0.26236417,0.00846157,-0.32097062,0.09272274,-0.18202374,0.1982254
0.30831859,0.45767668,-0.28165905,-0.21812966,-0.02679581,-0.2217562,-0.21869544,-0.126246
-0.09740334,0.07119773,-0.25055024,-0.29218044,-0.25412986,-0.32299032,-0.42665256,0.29769624
-0.06431374,0.08138406,-0.59307064,-0.10131579,0.01667723,-0.27632234,0.34130824,0.14252122
0.33301243,-0.0042846,-0.29174924,-0.19023832,0.46833511,0.02651577,0.02170765,-0.61802261
-0.17110361,-0.06899223,0.11332291,0.22005254,-0.11560425,0.47689049,0.13694307,0.24759435
0.40080178,-0.09200262,-0.22699312,-0.13140125,-0.07670466,-0.33671094,-0.06073916,0.15146145
-0.31682405,0.487482,0.05054727,0.05125171,-0.03231018,0.34162089,0.18469426,-0.14559961
0.41152982,0.10767097,0.00010874,-0.09677768,-0.14444305,-0.28453346,0.29874036,0.14612085
-0.22757411,-0.09717722,-0.24025914,-0.02039832,0.27141211,0.21815104,-0.41428089,-0.3589088
-0.07873393,0.02329685,-0.26254713,-0.04039734,0.30038447,-0.21282664,-0.04660624,0.08531385
-0.47265549,-0.06254168,0.21024245,0.03772531,0.11343591,-0.17233275,-0.24770894,0.01041701
0.0979336,-0.43889273,-0.15425785,0.07600632,-0.08723915,-0.32103506,-0.01862683,-0.05608598
-0.09439572,-0.25203259,-0.29473664,-0.04602899,-0.44805549,-0.30995658,0.47538701,0.3785359
0.06038477,-0.14751992,-0.18461307,-0.20155865,0.26187725,-0.19034175,-0.3768782,-0.22963267
0.38534429,-0.19353731,-0.60721308,0.21740095,-0.10894468,0.25852434,0.51672543,0.25063495
0.23854901,0.16146363,-0.09167014,0.43226257,0.09652727,-0.13325669,0.13805345,-0.02332703
0.21758296,0.26267721,-0.15810171,0.06166466,0.15468277,-0.24367094,-0.56937941,0.13782944
-0.19815276,-0.09937609,-0.22716458,-0.16809355,0.03126754,0.03848715,-0.41491901,0.37660632
0.12129755,-0.40714739,-0.11863667,-0.49180402,0.10821985,-0.35947795,-0.10193658,0.26750648
-0.29373619,0.2766858,0.08811208,0.37891432,-0.1213824,-0.30277058,0.03009559,0.00587008
-0.192412,0.11155869,-0.01304201,0.17031924,-0.38546698,-0.36913676,-0.22266937,0.39533879
-0.0882751,-0.22117163,0.06105463,0.5122384,0.02922117,-0.00723754,0.22860797,-0.0827859
0.24685782,-0.17048669,0.21258866,-0.28982167,-0.44861865,0.04950517,0.41670777,0.1720033
0.30037449,-0.33223767,0.30356801,0.10475123,0.12789684,0.0483791,-0.18131344,0.12907753
-0.31005023,0.63169767,0.07859996,0.37633273,0.2709956,-0.12653701,0.07972407,-0.08822847
-0.06166272,-0.1434975,0.01873546,0.20863903,-0.19349957,0.11771744,0.06960858,-0.02848123
0.02267295,-0.15762558,-0.54649111,0.00100553,-0.07474564,-0.16573149,0.04341852,0.30435141
-0.06526463,0.08870377,-0.21560452,-0.30913091,-0.41843786,0.70605282,-0.16810846,-0.01395215
-0.50008845,-0.28648695,-0.45254773,-0.51958906,-0.14299516,-0.38802686,-0.02874104,-0.23031914
0.29413986,0.57405335,-0.13837611,-0.2795984,-0.17869953,-0.04924302,0.13052223,-0.08092871
-0.06104261,-0.01128438,0.02452311,0.49512892,0.23504312,0.02011245,0.56673928,0.22846708
-0.46734067,-0.19105105,-0.14518334,0.03731956,-0.33988685,0.00289343,-0.34822387,0.04472002
0.36722138,0.13290002,-0.6172828,-0.01969079,-0.26240739,-0.25230899,0.19477966,0.03158813
0.19573946,0.0573556,-0.07641672,-0.44622489,-0.00957817,-0.04372966,-0.02959321,-0.02875816
-0.05568587,-0.09234177,0.07282966,-0.16221935,-0.21701466,-0.31192436,-0.27158181,-0.04595056
-0.26649778,0.18768538,0.15949979,-0.05078473,-0.02770404,-0.25086662,0.00279343,-0.07836302
-0.26128552,-0.4338647,0.40964234,0.15894109,0.05677704,0.1371722,-0.1655357,0.42566559
-0.00158711,0.34982877,-0.16928836,0.15496142,-0.4632496,0.66937459,-0.10652605,-0.04199479
0.08202117,0.42586215,-0.14720054,-0.03070378,0.33947628,-0.3586162,-0.35901579,-0.54878109
-0.0744354,-0.49026154,-0.3542166,-0.08732119,-0.30607783,0.11184843,0.14237303,0.45835598
0.2907645,0.15143106,0.13849432,-0.01841441,-0.35869002,-0.17750706,-0.0327635,-0.134377
0.16080665,0.25088734,0.28085075,0.01567148,-0.13054576,0.05481255,-0.32111762,0.33653886
-0.08191413,0.16420067,-0.17424461,0.59675898,-0.33949665,-0.07144074,0.20911805,-0.60281698
-0.02752785,0.11582636,-0.24392129,-0.38785908,-0.27354344,-0.32450167,-0.52775358,-0.12508666
0.19817125,0.10830597,-0.17934261,0.16959609,0.20141219,0.12926903,-0.04677878,0.50884211
-0.1421608,-0.15748515,-0.1554922,-0.03669145,-0.01443513,-0.03242654,-0.44078077,0.08512537
0.4878633,0.1940038,0.30162658,-0.07317915,0.40038228,0.27215612,-0.1008593,0.09308361
-0.23850223,-0.00872889,-0.13874975,0.11536628,0.71913202,-0.4685315,-0.4763472,0.06399156
0.04877156,0.17990386,-0.2114452,0.74357314,-0.21409923,-0.35449758,-0.58493151,0.0582746
-0.15016032,-0.21619587,-0.23283562,-0.09611409,0.39863534,-0.25635079,-0.24325889,0.42164116
0.13868788,-0.38126316,0.15658906,0.08987987,-0.409622,-0.31794793,-0.53147364,0.47760361
0.23990094,0.51832451,-0.26579511,-0.1382692,0.13487142,0.00541979,-0.363091,0.21958139
0.20861076,-0.43305846,-0.29412986,0.66181541,-0.38708932,0.09393374,-0.03069367,0.59973502
0.28539559,0.16766387,-0.0196955,-0.11227101,0.47408981,-0.33027814,0.13768102,-0.11244275
-0.17343446,-0.12542461,-0.17633359,0.01601885,-0.10811677,-0.33471792,0.16162237,0.03952431
0.03013562,-0.09918102,-0.22248636,0.27756629,-0.69887983,-0.15026643,-0.37689212,-0.22635403
0.36883255,-0.04227587,0.01909463,0.09730758,-0.08540727,-0.02180007,0.09075743,0.22444625
-0.2588627,0.25137287,0.07923987,0.39944836,-0.38459607,0.32253925,0.05953473,-0.15585095
